sent_id,clean_text,raw_text
ParlaMint-UA_2022-01-25-m0.u202.p6.lang1.s7,Це попадає під відповідальність цієї статті ?,Це попадає під відповідальність цієї статті ?
ParlaMint-UA_2022-01-25-m0.u202.p6.lang1.s8,"Ну , ніхто не розуміє .","Ну , ніхто не розуміє ."
ParlaMint-UA_2022-01-25-m0.u202.p6.lang1.s9,Тоді необхідно додаткові зміни .,Тоді необхідно додаткові зміни .
ParlaMint-UA_2022-01-25-m0.u202.p7.lang1.s1,"А я пропонував своїм рішенням і своїми змінами до цього закону все-таки надати повноваження Кабінету Міністрів до уніфікованої статті , яка б внеслася не в той розділ по сильнодіючим .","А я пропонував своїм рішенням і своїми змінами до цього закону все-таки надати повноваження Кабінету Міністрів до уніфікованої статті , яка б внеслася не в той розділ по сильнодіючим ."
ParlaMint-UA_2022-01-25-m0.u202.p7.lang1.s2,"Ну , ви уявляєте , підробка сертифікату знаходиться в розділі по сильнодіючим речовинам !","Ну , ви уявляєте , підробка сертифікату знаходиться в розділі по сильнодіючим речовинам !"
ParlaMint-UA_2022-01-25-m0.u202.p7.lang1.s3,"Ну , такого ж не буває .","Ну , такого ж не буває ."
ParlaMint-UA_2022-01-25-m0.u202.p7.lang1.s4,"Я розумію , що з цією Радою можна все , але не на часі робити такі революційні і нікчемні дії , які будуть передбачені .","Я розумію , що з цією Радою можна все , але не на часі робити такі революційні і нікчемні дії , які будуть передбачені ."
ParlaMint-UA_2022-01-25-m0.u203.p1.lang1.s1,"Дякую , Григорій Миколайович .","Дякую , Григорій Миколайович ."
ParlaMint-UA_2022-01-25-m0.u203.p2.lang1.s1,Йдемо далі .,Йдемо далі .
ParlaMint-UA_2022-01-25-m0.u203.p2.lang2.s1,"4 поправка , Демченко .","4 поправка , Демченко ."
ParlaMint-UA_2022-01-25-m0.u203.p2.lang3.s1,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u203.p3.lang1.s1,Мамка зняв свої поправки .,Мамка зняв свої поправки .
ParlaMint-UA_2022-01-25-m0.u203.p4.lang1.s1,Йдемо далі .,Йдемо далі .
ParlaMint-UA_2022-01-25-m0.u203.p4.lang1.s2,"11-а , Крулько .","11-а , Крулько ."
ParlaMint-UA_2022-01-25-m0.u203.p4.lang1.s3,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u203.p5.lang1.s1,"13-а , Івченко .","13-а , Івченко ."
ParlaMint-UA_2022-01-25-m0.u203.p5.lang1.s2,"Будь ласка , Івченко Вадим Євгенович .","Будь ласка , Івченко Вадим Євгенович ."
ParlaMint-UA_2022-01-25-m0.u204.p1.lang1.s1,"Шановні колеги , ми б могли сформувати порядок денний більш якісними законами .","Шановні колеги , ми б могли сформувати порядок денний більш якісними законами ."
ParlaMint-UA_2022-01-25-m0.u204.p1.lang1.s2,Просто ви іноді чуйте своїх колег .,Просто ви іноді чуйте своїх колег .
ParlaMint-UA_2022-01-25-m0.u204.p1.lang1.s3,"Вам тільки що депутат Бакумов чітко вказав , у нас є стаття 358 .","Вам тільки що депутат Бакумов чітко вказав , у нас є стаття 358 ."
ParlaMint-UA_2022-01-25-m0.u204.p1.lang1.s4,"У нас на сьогоднішній день більше 2 тисяч вже справ , 505 тисяч – тільки від початку карантину .","У нас на сьогоднішній день більше 2 тисяч вже справ , 505 тисяч – тільки від початку карантину ."
ParlaMint-UA_2022-01-25-m0.u204.p1.lang1.s5,19 людей було затримано безпосередньо при перетині кордону в новорічні свята .,19 людей було затримано безпосередньо при перетині кордону в новорічні свята .
ParlaMint-UA_2022-01-25-m0.u204.p1.lang1.s6,"У нас є все законодавство задля того , щоби карати по Кримінальному кодексу відповідні категорії людей , які підробляють паспорти вакцинації .","У нас є все законодавство задля того , щоби карати по Кримінальному кодексу відповідні категорії людей , які підробляють паспорти вакцинації ."
ParlaMint-UA_2022-01-25-m0.u204.p2.lang1.s1,"Але на сьогоднішній день у нас є виклики , колеги , загрози , виклики ковідних безпосередньо питань , які сьогодні стоять перед суспільством .","Але на сьогоднішній день у нас є виклики , колеги , загрози , виклики ковідних безпосередньо питань , які сьогодні стоять перед суспільством ."
ParlaMint-UA_2022-01-25-m0.u204.p2.lang1.s2,"У нас сьогодні ФОП , колеги , стоять .","У нас сьогодні ФОП , колеги , стоять ."
ParlaMint-UA_2022-01-25-m0.u204.p2.lang1.s3,Перед ними виклики взагалі виживання .,Перед ними виклики взагалі виживання .
ParlaMint-UA_2022-01-25-m0.u204.p2.lang1.s4,Ось такі питання потрібно ставити в порядок денний .,Ось такі питання потрібно ставити в порядок денний .
ParlaMint-UA_2022-01-25-m0.u205.p1.lang1.s1,Ви наполягаєте на голосуванні своєї поправки ?,Ви наполягаєте на голосуванні своєї поправки ?
ParlaMint-UA_2022-01-25-m0.u205.p1.lang1.s2,Ні ?,Ні ?
ParlaMint-UA_2022-01-25-m0.u205.p1.lang1.s3,"Дякую , Вадим Євгенович .","Дякую , Вадим Євгенович ."
ParlaMint-UA_2022-01-25-m0.u205.p1.lang1.s4,Йдемо далі .,Йдемо далі .
ParlaMint-UA_2022-01-25-m0.u205.p2.lang1.s1,15-а .,15-а .
ParlaMint-UA_2022-01-25-m0.u205.p2.lang1.s2,Цимбалюк Михайло Михайлович .,Цимбалюк Михайло Михайлович .
ParlaMint-UA_2022-01-25-m0.u205.p2.lang1.s3,Будь ласка .,Будь ласка .
ParlaMint-UA_2022-01-25-m0.u206.p1.lang1.s1,"Михайло Цимбалюк , "" Батьківщина "" .","Михайло Цимбалюк , "" Батьківщина "" ."
ParlaMint-UA_2022-01-25-m0.u206.p1.lang1.s2,"Шановні колеги , в продовження виступів .","Шановні колеги , в продовження виступів ."
ParlaMint-UA_2022-01-25-m0.u206.p1.lang1.s3,"Страшно , коли зміни в Кримінальний кодекс вносять не юристи , а , вибачте , профани з Міністерства охорони здоров'я , які вже побороли COVID , які вже провели реформу , які вже закрили лікарні , які мають працювати .","Страшно , коли зміни в Кримінальний кодекс вносять не юристи , а , вибачте , профани з Міністерства охорони здоров'я , які вже побороли COVID , які вже провели реформу , які вже закрили лікарні , які мають працювати ."
ParlaMint-UA_2022-01-25-m0.u206.p1.lang1.s4,І вони вирішили вносити зміни в Кримінальний кодекс .,І вони вирішили вносити зміни в Кримінальний кодекс .
ParlaMint-UA_2022-01-25-m0.u206.p2.lang1.s1,"Насправді , нині є стаття щодо підробки документів .","Насправді , нині є стаття щодо підробки документів ."
ParlaMint-UA_2022-01-25-m0.u206.p2.lang1.s2,Вже називали статистику : 2 тисячі 100 кримінальних проваджень минулого року .,Вже називали статистику : 2 тисячі 100 кримінальних проваджень минулого року .
ParlaMint-UA_2022-01-25-m0.u206.p2.lang1.s3,"Більшість – це накладання штрафів , але є і притягнення шляхом відповідальності реальних мір покарання .","Більшість – це накладання штрафів , але є і притягнення шляхом відповідальності реальних мір покарання ."
ParlaMint-UA_2022-01-25-m0.u206.p2.lang1.s4,"Правда , з відстрочкою .","Правда , з відстрочкою ."
ParlaMint-UA_2022-01-25-m0.u206.p2.lang2.s1,Що ще потрібно ?,Що ще потрібно ?
ParlaMint-UA_2022-01-25-m0.u206.p2.lang3.s1,Хто цей законопроект представляє .,Хто цей законопроект представляє .
ParlaMint-UA_2022-01-25-m0.u207.p1.lang1.s1,"Будь ласка , позиція комітету .","Будь ласка , позиція комітету ."
ParlaMint-UA_2022-01-25-m0.u207.p2.lang1.s1,"Ви наполягаєте , до речі , Михайле Михайловичу ?","Ви наполягаєте , до речі , Михайле Михайловичу ?"
ParlaMint-UA_2022-01-25-m0.u207.p2.lang1.s2,Не наполягаєте .,Не наполягаєте .
ParlaMint-UA_2022-01-25-m0.u207.p2.lang1.s3,Тоді не потрібно .,Тоді не потрібно .
ParlaMint-UA_2022-01-25-m0.u207.p3.lang1.s1,17-а .,17-а .
ParlaMint-UA_2022-01-25-m0.u207.p3.lang1.s2,Радуцький .,Радуцький .
ParlaMint-UA_2022-01-25-m0.u207.p3.lang1.s3,Наполягаєте ?,Наполягаєте ?
ParlaMint-UA_2022-01-25-m0.u207.p3.lang1.s4,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u207.p4.lang1.s1,"Бакумов , окремо .","Бакумов , окремо ."
ParlaMint-UA_2022-01-25-m0.u207.p5.lang1.s1,"19-а , Крулько .","19-а , Крулько ."
ParlaMint-UA_2022-01-25-m0.u207.p5.lang1.s2,Наполягаєте ?,Наполягаєте ?
ParlaMint-UA_2022-01-25-m0.u207.p5.lang1.s3,"Будь ласка , Іван Іванович Крулько , 19 поправка .","Будь ласка , Іван Іванович Крулько , 19 поправка ."
ParlaMint-UA_2022-01-25-m0.u208.p1.lang1.s1,"Іван Крулько , фракція "" Батьківщина "" .","Іван Крулько , фракція "" Батьківщина "" ."
ParlaMint-UA_2022-01-25-m0.u208.p2.lang1.s1,"Я абсолютно солідарний з моїми колегами по фракції "" Батьківщина "" , які абсолютно справедливо вважають , що замість посилення кримінальної відповідальності , потрібно проводити роботу серед українців стосовно того , щоб доносити їм правдиву інформацію про потребу щеплення , про необхідність використовувати засоби особистого захисту , про те , що кожна людина , яка потребує допомоги , вона може отримати адекватну медичну допомогу в лікарнях .","Я абсолютно солідарний з моїми колегами по фракції "" Батьківщина "" , які абсолютно справедливо вважають , що замість посилення кримінальної відповідальності , потрібно проводити роботу серед українців стосовно того , щоб доносити їм правдиву інформацію про потребу щеплення , про необхідність використовувати засоби особистого захисту , про те , що кожна людина , яка потребує допомоги , вона може отримати адекватну медичну допомогу в лікарнях ."
ParlaMint-UA_2022-01-25-m0.u208.p2.lang1.s2,"Ми маємо давати додаткові кошти для того , щоб працював спеціальний фонд бюджету для подолання COVID , який ініціювала в свій час "" Батьківщина "" , але який в цьому році абсолютно не створений .","Ми маємо давати додаткові кошти для того , щоб працював спеціальний фонд бюджету для подолання COVID , який ініціювала в свій час "" Батьківщина "" , але який в цьому році абсолютно не створений ."
ParlaMint-UA_2022-01-25-m0.u208.p2.lang1.s3,Ось такі речі потрібно робити для ефективної боротьби і протидії COVID .,Ось такі речі потрібно робити для ефективної боротьби і протидії COVID .
ParlaMint-UA_2022-01-25-m0.u208.p3.lang1.s1,"Ми за це будемо голосувати , а за подібні ...","Ми за це будемо голосувати , а за подібні ..."
ParlaMint-UA_2022-01-25-m0.u209.p1.lang1.s1,"Дякую , Іван Іванович .","Дякую , Іван Іванович ."
ParlaMint-UA_2022-01-25-m0.u209.p1.lang1.s2,"Ви не наполягаєте , так ?","Ви не наполягаєте , так ?"
ParlaMint-UA_2022-01-25-m0.u209.p1.lang1.s3,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u209.p2.lang1.s1,"Далі , 21-а , Цимбалюк .","Далі , 21-а , Цимбалюк ."
ParlaMint-UA_2022-01-25-m0.u21.p1.lang1.s1,"Шановна президія , шановні народні депутати , регламентний комітет на своєму засіданні розглянув проект Постанови Верховної Ради про скасування рішення Верховної Ради України від 15 грудня 2021 року про прийняття у другому читанні та в цілому проекту Закону "" Про ефективне управління майновими правами правовласників у сфері авторського права і ( або ) суміжних прав "" щодо забезпечення збору доходів від прав організаціями колективного управління , реєстраційний номер Закону 5572 , внесений народним депутатом Буймістер .","Шановна президія , шановні народні депутати , регламентний комітет на своєму засіданні розглянув проект Постанови Верховної Ради про скасування рішення Верховної Ради України від 15 грудня 2021 року про прийняття у другому читанні та в цілому проекту Закону "" Про ефективне управління майновими правами правовласників у сфері авторського права і ( або ) суміжних прав "" щодо забезпечення збору доходів від прав організаціями колективного управління , реєстраційний номер Закону 5572 , внесений народним депутатом Буймістер ."
ParlaMint-UA_2022-01-25-m0.u21.p1.lang1.s2,Реєстраційний номер проекту постанови 5572-П .,Реєстраційний номер проекту постанови 5572-П .
ParlaMint-UA_2022-01-25-m0.u21.p2.lang1.s1,"Цим проектом постанови пропонується скасувати відповідне рішення парламенту про прийняття в другому читанні та в цілому проекту Закону , реєстраційний номер 5572 , оскільки , як вказує автор проекту постанови , цей закон було прийнято з порушенням Регламенту Верховної Ради України , зокрема статті 32 .","Цим проектом постанови пропонується скасувати відповідне рішення парламенту про прийняття в другому читанні та в цілому проекту Закону , реєстраційний номер 5572 , оскільки , як вказує автор проекту постанови , цей закон було прийнято з порушенням Регламенту Верховної Ради України , зокрема статті 32 ."
ParlaMint-UA_2022-01-25-m0.u21.p3.lang1.s1,"Регламентний комітет , розглянувши це питання , ухвалив висновок на проект Постанови ( реєстраційний 5572-П ) і прийняв рішення рекомендувати Верховній Раді України визначитися шляхом голосування щодо прийняття або відхилення цього проекту постанови .","Регламентний комітет , розглянувши це питання , ухвалив висновок на проект Постанови ( реєстраційний 5572-П ) і прийняв рішення рекомендувати Верховній Раді України визначитися шляхом голосування щодо прийняття або відхилення цього проекту постанови ."
ParlaMint-UA_2022-01-25-m0.u21.p4.lang1.s1,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u210.p1.lang1.s1,"Михайло Цимбалюк , "" Батьківщина "" .","Михайло Цимбалюк , "" Батьківщина "" ."
ParlaMint-UA_2022-01-25-m0.u210.p2.lang1.s1,В продовження виступу .,В продовження виступу .
ParlaMint-UA_2022-01-25-m0.u210.p2.lang1.s2,"У кожної проблеми в державі є прізвище , ім'я , по батькові і дуже важливо , щоб Прем'єр-міністр України , бо саме Кабінет Міністрів є ініціатор цього законопроекту , провів хоча би одну нараду з цього приводу – хто готує такі законопроекти ?","У кожної проблеми в державі є прізвище , ім'я , по батькові і дуже важливо , щоб Прем'єр-міністр України , бо саме Кабінет Міністрів є ініціатор цього законопроекту , провів хоча би одну нараду з цього приводу – хто готує такі законопроекти ?"
ParlaMint-UA_2022-01-25-m0.u210.p2.lang1.s3,"Що за профан написав в пояснювальній записці , що в діючій редакції Кримінального кодексу України відсутня кримінальна відповідальність за підроблення документів , що стосуються проведення вакцинації ?","Що за профан написав в пояснювальній записці , що в діючій редакції Кримінального кодексу України відсутня кримінальна відповідальність за підроблення документів , що стосуються проведення вакцинації ?"
ParlaMint-UA_2022-01-25-m0.u210.p2.lang1.s4,"Мабуть , профани ще не всі на самокатах поїхали з цього уряду .","Мабуть , профани ще не всі на самокатах поїхали з цього уряду ."
ParlaMint-UA_2022-01-25-m0.u210.p3.lang1.s1,"Шановні колеги , це неприпустимо , коли в період , коли під Верховною Радою десятки тисяч фопівців вимагають включення в порядок денний законопроектів , щоб працювати і платити податки , ви в порядок денний включаєте такий законопроект , де є правовий нігілізм і хамство .","Шановні колеги , це неприпустимо , коли в період , коли під Верховною Радою десятки тисяч фопівців вимагають включення в порядок денний законопроектів , щоб працювати і платити податки , ви в порядок денний включаєте такий законопроект , де є правовий нігілізм і хамство ."
ParlaMint-UA_2022-01-25-m0.u211.p1.lang1.s1,"Не наполягаєте , Михайло Михайлович , ні ?","Не наполягаєте , Михайло Михайлович , ні ?"
ParlaMint-UA_2022-01-25-m0.u211.p1.lang1.s2,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u211.p2.lang1.s1,Йдемо далі .,Йдемо далі .
ParlaMint-UA_2022-01-25-m0.u211.p3.lang1.s1,Шахов .,Шахов .
ParlaMint-UA_2022-01-25-m0.u211.p3.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u211.p3.lang1.s3,Наполягає ?,Наполягає ?
ParlaMint-UA_2022-01-25-m0.u211.p3.lang1.s4,"Да , бачу .","Да , бачу ."
ParlaMint-UA_2022-01-25-m0.u211.p3.lang1.s5_2022-01-25-m0.u211.p4.lang1.s1,"Будь ласка , Вельможний , 25 поправка .","Будь ласка , Вельможний , 25 поправка ."
ParlaMint-UA_2022-01-25-m0.u212.p1.lang1.s1,"Сергій Вельможний , Луганщина , депутатська група "" Довіра "" .","Сергій Вельможний , Луганщина , депутатська група "" Довіра "" ."
ParlaMint-UA_2022-01-25-m0.u212.p1.lang1.s2,"Шановні колеги , ми розглядаємо надзвичайно важливий законопроект , адже підроблення документів – це умисний суспільно небезпечний злочин .","Шановні колеги , ми розглядаємо надзвичайно важливий законопроект , адже підроблення документів – це умисний суспільно небезпечний злочин ."
ParlaMint-UA_2022-01-25-m0.u212.p1.lang1.s3,"Але для того , щоб уникнути випадків поголовної кримінальної відповідальності , держава повинна забезпечити більше інформації про вакцинацію , про її безпечність та необхідність , а також про наявну кримінальну відповідальність за підробку сертифікатів .","Але для того , щоб уникнути випадків поголовної кримінальної відповідальності , держава повинна забезпечити більше інформації про вакцинацію , про її безпечність та необхідність , а також про наявну кримінальну відповідальність за підробку сертифікатів ."
ParlaMint-UA_2022-01-25-m0.u212.p1.lang1.s4,"Поки не проведена необхідна роз'яснювальна робота , такі явища будуть існувати .","Поки не проведена необхідна роз'яснювальна робота , такі явища будуть існувати ."
ParlaMint-UA_2022-01-25-m0.u212.p1.lang1.s5,Після цього вже необхідно вводити відповідну кримінальну відповідальність за умисне підроблення .,Після цього вже необхідно вводити відповідну кримінальну відповідальність за умисне підроблення .
ParlaMint-UA_2022-01-25-m0.u212.p2.lang1.s1,Дякую за увагу .,Дякую за увагу .
ParlaMint-UA_2022-01-25-m0.u213.p1.lang1.s1,"Ви не наполягаєте на тому , щоб голосувати , ні ?","Ви не наполягаєте на тому , щоб голосувати , ні ?"
ParlaMint-UA_2022-01-25-m0.u213.p1.lang1.s2,Не наполягаєте ?,Не наполягаєте ?
ParlaMint-UA_2022-01-25-m0.u213.p1.lang1.s3,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u213.p2.lang1.s1,"Так , далі , 27-а , Цимбалюк .","Так , далі , 27-а , Цимбалюк ."
ParlaMint-UA_2022-01-25-m0.u213.p2.lang1.s2,Наполягаєте ?,Наполягаєте ?
ParlaMint-UA_2022-01-25-m0.u213.p2.lang1.s3,"Будь ласка , Михайло Михайлович .","Будь ласка , Михайло Михайлович ."
ParlaMint-UA_2022-01-25-m0.u214.p1.lang1.s1,"Дякую , пане Голово .","Дякую , пане Голово ."
ParlaMint-UA_2022-01-25-m0.u214.p1.lang1.s2,"Михайло Цимбалюк , "" Батьківщина "" .","Михайло Цимбалюк , "" Батьківщина "" ."
ParlaMint-UA_2022-01-25-m0.u214.p2.lang1.s1,"Шановні колеги , мене дивує , як комітет , до складу якого входять більшість правників , декого я з них знаю особисто і поважаю як юристів , міг пропустити таку нісенітницю юридичну .","Шановні колеги , мене дивує , як комітет , до складу якого входять більшість правників , декого я з них знаю особисто і поважаю як юристів , міг пропустити таку нісенітницю юридичну ."
ParlaMint-UA_2022-01-25-m0.u214.p2.lang1.s2,"Більше того , ви гляньте , що пропонує цей проект – це посилення відповідальності адміністративної на осіб , які користуються підробним документом , навіть якщо вони про це не знають , від 17 до 34 тисяч або обмеження волі до двох років .","Більше того , ви гляньте , що пропонує цей проект – це посилення відповідальності адміністративної на осіб , які користуються підробним документом , навіть якщо вони про це не знають , від 17 до 34 тисяч або обмеження волі до двох років ."
ParlaMint-UA_2022-01-25-m0.u214.p3.lang1.s1,"Шановні колеги , вакцинація – це річ , яку взяла на себе , її проведення , влада , а таку відповідальність встановлювати – користуйтеся тими статтями Кримінального кодексу , які вже діють .","Шановні колеги , вакцинація – це річ , яку взяла на себе , її проведення , влада , а таку відповідальність встановлювати – користуйтеся тими статтями Кримінального кодексу , які вже діють ."
ParlaMint-UA_2022-01-25-m0.u214.p3.lang1.s2,За таку нісенітницю ми голосувати .,За таку нісенітницю ми голосувати .
ParlaMint-UA_2022-01-25-m0.u215.p1.lang1.s1,"Так , 28-а , Кулініч .","Так , 28-а , Кулініч ."
ParlaMint-UA_2022-01-25-m0.u215.p1.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u215.p2.lang1.s1,Далі .,Далі .
ParlaMint-UA_2022-01-25-m0.u215.p2.lang1.s2,"Далі 37-а , Цимбалюк .","Далі 37-а , Цимбалюк ."
ParlaMint-UA_2022-01-25-m0.u215.p3.lang1.s1,"Наполягаєте , Михайло Михайлович ?","Наполягаєте , Михайло Михайлович ?"
ParlaMint-UA_2022-01-25-m0.u215.p3.lang1.s2,Не наполягаєте .,Не наполягаєте .
ParlaMint-UA_2022-01-25-m0.u215.p3.lang1.s3,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u215.p4.lang1.s1,"43-я , Цимбалюк .","43-я , Цимбалюк ."
ParlaMint-UA_2022-01-25-m0.u215.p4.lang1.s2,"Не наполягаєте , так ?","Не наполягаєте , так ?"
ParlaMint-UA_2022-01-25-m0.u215.p4.lang1.s3,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u215.p5.lang1.s1,"Далі , Бакумов .","Далі , Бакумов ."
ParlaMint-UA_2022-01-25-m0.u215.p6.lang1.s1,"49-а , Радуцький .","49-а , Радуцький ."
ParlaMint-UA_2022-01-25-m0.u215.p6.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u215.p6.lang1.s3,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u215.p7.lang1.s1,"51-а , Крулько .","51-а , Крулько ."
ParlaMint-UA_2022-01-25-m0.u215.p7.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u215.p8.lang1.s1,"53-а , Цимбалюк .","53-а , Цимбалюк ."
ParlaMint-UA_2022-01-25-m0.u215.p8.lang1.s2,"Будь ласка , Цимбалюк , 53 поправка .","Будь ласка , Цимбалюк , 53 поправка ."
ParlaMint-UA_2022-01-25-m0.u216.p1.lang1.s1,"Михайло Цимбалюк , "" Батьківщина "" .","Михайло Цимбалюк , "" Батьківщина "" ."
ParlaMint-UA_2022-01-25-m0.u216.p2.lang1.s1,"Ну , я все-таки надіюсь , що за цей проект закону голосів не знайдеться у сесійній залі .","Ну , я все-таки надіюсь , що за цей проект закону голосів не знайдеться у сесійній залі ."
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s1,Але я би хотів звернутись до представників Кабінету Міністрів .,Але я би хотів звернутись до представників Кабінету Міністрів .
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s10,"Це турбує громадян України , а не кримінальна відповідальність .","Це турбує громадян України , а не кримінальна відповідальність ."
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s2,"Бо я бачу , що там все-таки хтось присутній .","Бо я бачу , що там все-таки хтось присутній ."
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s3,Хто зможе від Кабінету Міністрів представити цей законопроект ?,Хто зможе від Кабінету Міністрів представити цей законопроект ?
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s4,Пояснити обґрунтування і необхідність його ухвалення ?,Пояснити обґрунтування і необхідність його ухвалення ?
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s5,Це є дуже важливо .,Це є дуже важливо .
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s6,"Тому що сесійні , пленарні засідання спостерігають громадяни України , багато з яких не мають коштів на лікування від COVID .","Тому що сесійні , пленарні засідання спостерігають громадяни України , багато з яких не мають коштів на лікування від COVID ."
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s7,"Ми бачимо , що сьогодні знову пішла хвиля .","Ми бачимо , що сьогодні знову пішла хвиля ."
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s8,"Що вже одна область в "" червоній "" зоні і інші .","Що вже одна область в "" червоній "" зоні і інші ."
ParlaMint-UA_2022-01-25-m0.u216.p3.lang1.s9,"Сьогодні громадян України цікавить , чи є достатня кількість медикаментів і чи все це буде за кошти державного бюджету , який ухвалила Верховна Рада ще минулого року .","Сьогодні громадян України цікавить , чи є достатня кількість медикаментів і чи все це буде за кошти державного бюджету , який ухвалила Верховна Рада ще минулого року ."
ParlaMint-UA_2022-01-25-m0.u217.p1.lang1.s1,Дякую .,Дякую .
ParlaMint-UA_2022-01-25-m0.u217.p1.lang1.s2,Не наполягаєте на голосуванні .,Не наполягаєте на голосуванні .
ParlaMint-UA_2022-01-25-m0.u217.p2.lang1.s1,"64-а , Вельможний .","64-а , Вельможний ."
ParlaMint-UA_2022-01-25-m0.u217.p2.lang1.s2,Наполягаєте ?,Наполягаєте ?
ParlaMint-UA_2022-01-25-m0.u217.p2.lang1.s3,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u217.p3.lang1.s1,Наступна .,Наступна .
ParlaMint-UA_2022-01-25-m0.u217.p3.lang1.s2,Радуцький .,Радуцький .
ParlaMint-UA_2022-01-25-m0.u217.p3.lang1.s3,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u217.p4.lang1.s1,"65-а , Ляшенко .","65-а , Ляшенко ."
ParlaMint-UA_2022-01-25-m0.u217.p4.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u217.p5.lang1.s1,"68-а , Радуцький .","68-а , Радуцький ."
ParlaMint-UA_2022-01-25-m0.u217.p5.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u217.p6.lang1.s1,"74-а , Кулініч .","74-а , Кулініч ."
ParlaMint-UA_2022-01-25-m0.u217.p6.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u217.p7.lang1.s1,"76-а , Демченко .","76-а , Демченко ."
ParlaMint-UA_2022-01-25-m0.u217.p7.lang1.s2,Не наполягає .,Не наполягає .
ParlaMint-UA_2022-01-25-m0.u217.p8.lang1.s1,"77-а , Бакумов .","77-а , Бакумов ."
ParlaMint-UA_2022-01-25-m0.u217.p8.lang1.s2,"Ще 3 хвилини , будь ласка , Олександр Сергійович .","Ще 3 хвилини , будь ласка , Олександр Сергійович ."
ParlaMint-UA_2022-01-25-m0.u218.p1.lang1.s1,"Дякую , шановний головуючий .","Дякую , шановний головуючий ."
ParlaMint-UA_2022-01-25-m0.u218.p2.lang1.s1,"Шановні колеги , ще раз до вас звертаюсь і кажу , що завданням Кримінального кодексу є охорона прав і свобод людини і громадянина , а також превенція від кримінальних правопорушень .","Шановні колеги , ще раз до вас звертаюсь і кажу , що завданням Кримінального кодексу є охорона прав і свобод людини і громадянина , а також превенція від кримінальних правопорушень ."
ParlaMint-UA_2022-01-25-m0.u218.p2.lang1.s2,"І з цими завданнями Кримінальний кодекс на сьогоднішній день повністю справляється по тій задекларованій темі , стосовно якої ми зараз з вами проводимо дискусію .","І з цими завданнями Кримінальний кодекс на сьогоднішній день повністю справляється по тій задекларованій темі , стосовно якої ми зараз з вами проводимо дискусію ."
ParlaMint-UA_2022-01-25-m0.u218.p2.lang1.s3,Сотні обвинувальних актів по різних складах правопорушень спрямовані до суду і розглядаються вже судами України .,Сотні обвинувальних актів по різних складах правопорушень спрямовані до суду і розглядаються вже судами України .
ParlaMint-UA_2022-01-25-m0.u218.p2.lang1.s4,"А , отже , зазначені зміни є неактуальними , і ми зараз витрачаємо з вами гроші платників податків наших просто так , аби поговорити .","А , отже , зазначені зміни є неактуальними , і ми зараз витрачаємо з вами гроші платників податків наших просто так , аби поговорити ."
ParlaMint-UA_2022-01-25-m0.u218.p3.lang1.s1,Друге – про комітет .,Друге – про комітет .
ParlaMint-UA_2022-01-25-m0.u218.p3.lang1.s2,"Я хотів би звернути увагу Голови Верховної Ради України та Апарату Верховної Ради , що таблиця до другого читання , яка переглядалася комітетом на другому засіданні , не була затверджена в цілому до другого читання , і звернути на це увагу , і дослідити .","Я хотів би звернути увагу Голови Верховної Ради України та Апарату Верховної Ради , що таблиця до другого читання , яка переглядалася комітетом на другому засіданні , не була затверджена в цілому до другого читання , і звернути на це увагу , і дослідити ."
